iso3166-1_alpha2,region_name,city_name,geonameid
AT,Tirol,Ried im Zillertal,3323944
AT,Tirol,Rietz,2767418
AT,Tirol,Rinn,2767382
AT,Tirol,Rohrberg,3323924
AT,Tirol,Roppen,2767227
AT,Tirol,Sankt Anton am Arlberg,2766757
AT,Tirol,Sankt Johann in Tirol,0
AT,Tirol,Sautens,2766252
AT,Tirol,Scharnitz,2766140
AT,Tirol,Schattwald,2766115
AT,Tirol,Scheffau am Wilden Kaiser,2766084
AT,Tirol,Schlaiten,3217367
AT,Tirol,Schlitters,2765888
AT,Tirol,Schmirn,2765837
AT,Tirol,Schoenberg im Stubaital,2765715
AT,Tirol,Schonwies,2765656
AT,Tirol,Schwaz,2765390
AT,Tirol,Schwendau,2765360
AT,Tirol,Schwendt,2765356
AT,Tirol,Schwoich,2765342
AT,Tirol,See,2765331
AT,Tirol,Seefeld in Tirol,2765278
AT,Tirol,Sellrain,3319573
AT,Tirol,Serfaus,2765150
AT,Tirol,Sillian,2765044
AT,Tirol,Silz,2765036
AT,Tirol,Sistrans,2764993
AT,Tirol,Soelden,2764957
AT,Tirol,Soll,2764953
AT,Tirol,Stams,2764669
AT,Tirol,Stans,2764651
AT,Tirol,Stanzach,2764648
AT,Tirol,Steeg,2764605
AT,Tirol,Steinach am Brenner,2764557
AT,Tirol,Strass im Zillertal,2764189
AT,Tirol,Strassen,2764183
AT,Tirol,Strengen,2764137
AT,Tirol,Stumm,2764055
AT,Tirol,Stummerberg,2764053
AT,Tirol,Tannheim,2763915
AT,Tirol,Tarrenz,2763901
AT,Tirol,Telfes im Stubai,2763811
AT,Tirol,Telfs,2763810
AT,Tirol,Terfens,2763800
AT,Tirol,Thaur,2763715
AT,Tirol,Thurn,3217418
AT,Tirol,Tobadill,2763575
AT,Tirol,Trins,2763348
AT,Tirol,Tristach,2763343
AT,Tirol,Tulfes,2763267
AT,Tirol,Uderns,2763199
AT,Tirol,Umhausen,2763164
AT,Tirol,Unterperfuss,2762732
AT,Tirol,Untertilliach,3217911
AT,Tirol,Vils,2762358
AT,Tirol,Virgen,2762352
AT,Tirol,Volders,2762320
AT,Tirol,Vols,2762304
AT,Tirol,Vomp,2762303
AT,Tirol,Vorderhornbach,2762223
AT,Tirol,Waidring,2762070
AT,Tirol,Walchsee,2762045
AT,Tirol,Wattenberg,2761835
AT,Tirol,Wattens,2761834
AT,Tirol,Weer,2761796
AT,Tirol,Wenns,2761488
AT,Tirol,Westendorf,2761457
AT,Tirol,Wiesing,2761278
AT,Tirol,Wildermieming,2761229
AT,Tirol,Wildschoenau,6355129
AT,Tirol,Worgl,2760854
AT,Tirol,Zams,2760749
AT,Tirol,Zell am Ziller,2760632
AT,Tirol,Zellberg,2760627
AT,Tirol,Zirl,2760523
AT,Vorarlberg,Altach,2782728
AT,Vorarlberg,Andelsbuch,2782551
AT,Vorarlberg,Au,3333769
AT,Vorarlberg,Bartholomaberg,2781975
AT,Vorarlberg,Bezau,2781806
AT,Vorarlberg,Bildstein,2781764
AT,Vorarlberg,Bizau,2781730
AT,Vorarlberg,Blons,2781683
AT,Vorarlberg,Bludenz,2781680
AT,Vorarlberg,Bludesch,2781678
AT,Vorarlberg,Brand,3324292
AT,Vorarlberg,Bregenz,2781503
AT,Vorarlberg,Brenner,0
AT,Vorarlberg,Buers,2781161
AT,Vorarlberg,Buerserberg,2781160
AT,Vorarlberg,Dalaas,2781119
AT,Vorarlberg,Damuels,2781105
AT,Vorarlberg,Doren,2780832
AT,Vorarlberg,Dornbirn,2780741
AT,Vorarlberg,Eichenberg,2780264
AT,Vorarlberg,Feldkirch,2779674
AT,Vorarlberg,Fraxern,2779308
AT,Vorarlberg,Fussach,2779082
AT,Vorarlberg,Gaissau,2778996
AT,Vorarlberg,Gaschurn,2778834
AT,Vorarlberg,Gofis,2778404
AT,Vorarlberg,Gotzis,2778218
AT,Vorarlberg,Hard,2776874
AT,Vorarlberg,Hirschegg,0
AT,Vorarlberg,Hochst,2775950
AT,Vorarlberg,Hohenems,2775742
AT,Vorarlberg,Hohenweiler,2775712
AT,Vorarlberg,Horbranz,2775531
AT,Vorarlberg,Innerbraz,2775270
AT,Vorarlberg,Kennelbach,2774534
AT,Vorarlberg,Klaus,2774295
AT,Vorarlberg,Koblach,2773863
AT,Vorarlberg,Krumbach,2773341
AT,Vorarlberg,Lauterach,2772827
AT,Vorarlberg,Lech,2772798
AT,Vorarlberg,Lochau,2772345
AT,Vorarlberg,Ludesch,2772228
AT,Vorarlberg,Lustenau,2772173
AT,Vorarlberg,Mader,2772154
AT,Vorarlberg,Meiningen,2771698
AT,Vorarlberg,Mittelberg,11592164
AT,Vorarlberg,Moggers,2771321
AT,Vorarlberg,Nenzing,2770885
AT,Vorarlberg,Nuziders,2770391
AT,Vorarlberg,Raggal,2768081
AT,Vorarlberg,Rankweil,2767974
AT,Vorarlberg,Reuthe,2767514
AT,Vorarlberg,Riefensberg,2767452
AT,Vorarlberg,Riezlern,0
AT,Vorarlberg,Rons,2767231
AT,Vorarlberg,Rothis,2767074
AT,Vorarlberg,Sankt Anton im Montafon,2766753
AT,Vorarlberg,Sankt Gallenkirch,2766724
AT,Vorarlberg,Satteins,2766322
AT,Vorarlberg,Schlins,2765890
AT,Vorarlberg,Schnepfau,2765798
AT,Vorarlberg,Schnifis,2765796
AT,Vorarlberg,Schoppernau,2765650
AT,Vorarlberg,Schroecken,2765595
AT,Vorarlberg,Schruns,2765581
AT,Vorarlberg,Schwarzach,2765499
AT,Vorarlberg,Sibratsgfall,2765139
AT,Vorarlberg,Silbertal,2765050
AT,Vorarlberg,Stallehr,2764699
AT,Vorarlberg,Sulz,2764026
AT,Vorarlberg,Sulzberg,2764010
AT,Vorarlberg,Thuringen,2763658
AT,Vorarlberg,Tschagguns,2763302
AT,Vorarlberg,Ubersaxen,2763202
AT,Vorarlberg,Viktorsberg,2762376
AT,Vorarlberg,Weiler,2761712
AT,Vorarlberg,Wolfurt,2760894
AT,Wien,Vienna,2761369
AU,Australian Capital Territory,Banks,8348388
AU,Australian Capital Territory,Belconnen,2176373
AU,Australian Capital Territory,Bonython,8349164
AU,Australian Capital Territory,Braddon,8349165
AU,Australian Capital Territory,Bruce,8349301
AU,Australian Capital Territory,Calwell,8347865
AU,Australian Capital Territory,Campbell,2172618
AU,Australian Capital Territory,Canberra,2172517
AU,Australian Capital Territory,Casey,8349161
AU,Australian Capital Territory,Chapman,8349166
AU,Australian Capital Territory,Chisholm,8349303
AU,Australian Capital Territory,City,8347868
AU,Australian Capital Territory,Conder,8349167
AU,Australian Capital Territory,Curtin,8349171
AU,Australian Capital Territory,Deakin,8349172
AU,Australian Capital Territory,Dickson,8348400
AU,Australian Capital Territory,Downer,8348308
AU,Australian Capital Territory,Dunlop,8349173
AU,Australian Capital Territory,Evatt,8349175
AU,Australian Capital Territory,Fadden,8348126
AU,Australian Capital Territory,Farrer,8347869
AU,Australian Capital Territory,Florey,8349174
AU,Australian Capital Territory,Franklin,8349306
AU,Australian Capital Territory,Fraser,8348647
AU,Australian Capital Territory,Fyshwick,2165995
AU,Australian Capital Territory,Gordon,8348660
AU,Australian Capital Territory,Greenway,8349176
AU,Australian Capital Territory,Griffith,8349307
AU,Australian Capital Territory,Gungahlin,8349178
AU,Australian Capital Territory,Harrison,8349179
AU,Australian Capital Territory,Higgins,8349181
AU,Australian Capital Territory,Holder,8349308
AU,Australian Capital Territory,Holt,8347705
AU,Australian Capital Territory,Hughes,8349446
AU,Australian Capital Territory,Hume,8349151
AU,Australian Capital Territory,Isaacs,8349182
AU,Australian Capital Territory,Isabella Plains,8349183
AU,Australian Capital Territory,Kaleen,6619483
AU,Australian Capital Territory,Kambah,8348370
AU,Australian Capital Territory,Lyneham,8347876
AU,Australian Capital Territory,Lyons,8349159
AU,Australian Capital Territory,Macquarie,7281844
AU,Australian Capital Territory,Majura,2159023
AU,Australian Capital Territory,Mawson,8348684
AU,Australian Capital Territory,Melba,8349186
AU,Australian Capital Territory,Mitchell,8349410
AU,Australian Capital Territory,Molonglo,2157267
AU,Australian Capital Territory,Narrabundah,8349435
AU,Australian Capital Territory,Ngunnawal,8349187
AU,Australian Capital Territory,Nicholls,8349185
AU,Australian Capital Territory,O'Malley,8349436
AU,Australian Capital Territory,Page,8348129
AU,Australian Capital Territory,Red Hill,9973374
AU,Australian Capital Territory,Reid,8348371
AU,Australian Capital Territory,Richardson,8349188
AU,Australian Capital Territory,Rivett,8349189
AU,Australian Capital Territory,Russell,8029780
AU,Australian Capital Territory,Spence,8349313
AU,Australian Capital Territory,Symonston,8349190
AU,Australian Capital Territory,Torrens,8348973
AU,Australian Capital Territory,Tuggeranong,8786639
AU,Australian Capital Territory,Wanniassa,8349191
AU,Australian Capital Territory,Waramanga,8349192
AU,Australian Capital Territory,Watson,8348373
AU,Australian Capital Territory,Weston,8349397
AU,Australian Capital Territory,Weston Creek,2143964
AU,Australian Capital Territory,Yarralumla,8348374
AU,New South Wales,Aberdeen,2178364
AU,New South Wales,Aberfoyle,2178357
AU,New South Wales,Acacia Gardens,8347690
AU,New South Wales,Adaminaby,2178297
AU,New South Wales,Adamstown,8348418
AU,New South Wales,Adelong,2178267
AU,New South Wales,Albert,2178199
AU,New South Wales,Albury,2178174
AU,New South Wales,Alexandria,2178136
AU,New South Wales,Allandale,10103998
AU,New South Wales,Allawah,8614539
AU,New South Wales,Alstonville,2177999
AU,New South Wales,Amaroo,2177973
AU,New South Wales,Anna Bay,2177860
AU,New South Wales,Annandale,2177854
AU,New South Wales,Annangrove,8347691
AU,New South Wales,Apple Tree Flat,2177788
AU,New South Wales,Arakoon,2177766
AU,New South Wales,Armidale,2177671
AU,New South Wales,Arncliffe,6695559
AU,New South Wales,Artarmon,2177626
AU,New South Wales,Ashby,2177569
AU,New South Wales,Ashcroft,8347716
AU,New South Wales,Ashfield,2177565
AU,New South Wales,Ashford,2177564
AU,New South Wales,Asquith,2177543
AU,New South Wales,Athol,2177534
AU,New South Wales,Auburn,2177513
AU,New South Wales,Austinmer,2177482
AU,New South Wales,Avalon,8614005
AU,New South Wales,Bakers Swamp,2177213
AU,New South Wales,Baldersleigh,2177191
AU,New South Wales,Balgowlah,2177114
AU,New South Wales,Balgowlah Heights,2207840
AU,New South Wales,Ballina,2177069
AU,New South Wales,Balmain,2177052
AU,New South Wales,Balmoral Park,2207863
AU,New South Wales,Balranald,2177030
AU,New South Wales,Bamarong,2177022
AU,New South Wales,Bangalow,2176973
AU,New South Wales,Bangor,2205982
AU,New South Wales,Banksmeadow,2205993
AU,New South Wales,Bankstown,2176947
AU,New South Wales,Bannaby,2176945
AU,New South Wales,Bannister,2176941
AU,New South Wales,Banora Point,2176934
AU,New South Wales,Baradine,2176916
AU,New South Wales,Barangaroo,8347706
AU,New South Wales,Barellan,2176877
AU,New South Wales,Barham,2176862
AU,New South Wales,Barmedman,2176831
AU,New South Wales,Barooga,2176780
AU,New South Wales,Barraba,2176771
AU,New South Wales,Barrington,2176719
AU,New South Wales,Basin View,8219723
AU,New South Wales,Bass Hill,2176648
AU,New South Wales,Bateau Bay,8310668
AU,New South Wales,Batehaven,8347711
AU,New South Wales,Batemans Bay,2176639
AU,New South Wales,Bathurst,2176632
AU,New South Wales,Batlow,2176625
AU,New South Wales,Baulkham Hills,2176592
AU,New South Wales,Bawley Point,8310669
AU,New South Wales,Beechwood,8614614
AU,New South Wales,Bega,2176401
AU,New South Wales,Belgravia,2176354
AU,New South Wales,Bell,2176348
AU,New South Wales,Bella Vista,8348480
AU,New South Wales,Bellambi,2176344
AU,New South Wales,Bellbird,2176329
AU,New South Wales,Bellevue Hill,2207748
AU,New South Wales,Bellingen,2176295
AU,New South Wales,Belltrees,2176271
AU,New South Wales,Belmore,8348436
AU,New South Wales,Belrose,2176245
AU,New South Wales,Bemboka,2176234
AU,New South Wales,Bendemeer,2176198
AU,New South Wales,Beresfield,2176096
AU,New South Wales,Berkeley,2176090
AU,New South Wales,Berkeley Vale,2176088
AU,New South Wales,Bermagui,2176087
AU,New South Wales,Berowra,2176081
AU,New South Wales,Berridale,2176067
AU,New South Wales,Berrigan,2176065
AU,New South Wales,Berrilee,8613961
AU,New South Wales,Beverly Hills,8348441
AU,New South Wales,Bexley,2175974
AU,New South Wales,Bilambil,2175872
AU,New South Wales,Billinudgel,2175841
AU,New South Wales,Bingara,2175760
AU,New South Wales,Binna Burra,2175737
AU,New South Wales,Binnaway,2175735
AU,New South Wales,Black Mountain,2175494
AU,New South Wales,Blackheath,2175553
AU,New South Wales,Blacktown,2175411
AU,New South Wales,Blakehurst,2206003
AU,New South Wales,Blaxland,2175341
AU,New South Wales,Blayney,2175338
AU,New South Wales,Bligh Park,8348531
AU,New South Wales,Blue Bay,8348520
AU,New South Wales,Blue Mountains,6615604
AU,New South Wales,Boat Harbour,8310682
AU,New South Wales,Bodangora,2175107
AU,New South Wales,Bogangar,8219732
AU,New South Wales,Boggabri,2175076
AU,New South Wales,Bohnock,2175022
AU,New South Wales,Bolong,2174992
AU,New South Wales,Bomaderry,2174976
AU,New South Wales,Bombala,2174973
AU,New South Wales,Bombira,8348452
AU,New South Wales,Bombowlee,8348450
AU,New South Wales,Bonalbo,2174958
AU,New South Wales,Bondi,2208290
AU,New South Wales,Bonny Hills,8219734
AU,New South Wales,Bonville,2174892
AU,New South Wales,Boolambayte,2174844
AU,New South Wales,Boolaroo,2174839
AU,New South Wales,Boorowa,2174669
AU,New South Wales,Botany,2174563
AU,New South Wales,Botany Bay,6949374
AU,New South Wales,Bourke,2174467
AU,New South Wales,Bow,2174460
AU,New South Wales,Bowen Mountain,8310685
AU,New South Wales,Bowral,2174400
AU,New South Wales,Bowraville,2174396
AU,New South Wales,Braidwood,2174254
AU,New South Wales,Branxton,2174190
AU,New South Wales,Bray Park,8348134
AU,New South Wales,Breakfast Point,8347808
AU,New South Wales,Breelong,2174145
AU,New South Wales,Brewarrina,2174123
AU,New South Wales,Brierfield,2174064
AU,New South Wales,Brighton-Le-Sands,2205999
AU,New South Wales,Brindabella,2174020
AU,New South Wales,Bringelly,2174006
AU,New South Wales,Brogo,2173928
AU,New South Wales,Broken Hill,2173911
AU,New South Wales,Brooklet,2173878
AU,New South Wales,Brookvale,2208303
AU,New South Wales,Brunswick Heads,2173738
AU,New South Wales,Budgewoi,2173592
AU,New South Wales,Bulahdelah,2173557
AU,New South Wales,Bulgong,2173522
AU,New South Wales,Bullaburra,8347732
AU,New South Wales,Bulli,2173445
AU,New South Wales,Bumbaldry,2173346
AU,New South Wales,Bundanoon,2173306
AU,New South Wales,Bundarra,2173300
AU,New South Wales,Bungawalbin,2173253
AU,New South Wales,Bungendore,2173248
AU,New South Wales,Bungonia,2173234
AU,New South Wales,Buronga,8310687
AU,New South Wales,Burra,8347747
AU,New South Wales,Burradoo,2173081
AU,New South Wales,Burrill Lake,7290269
AU,New South Wales,Burringbar,2173041
AU,New South Wales,Byron Bay,2172880
AU,New South Wales,Bywong,2172874
AU,New South Wales,Cabarita Beach,6640311
AU,New South Wales,Cabramatta,8348460
AU,New South Wales,Cabramurra,8310688
AU,New South Wales,Cadia,2172819
AU,New South Wales,Calala,8347688
AU,New South Wales,Callaghan,8348646
AU,New South Wales,Callala Bay,8219742
AU,New South Wales,Caloola,11712138
AU,New South Wales,Camberwell,2172687
AU,New South Wales,Cambewarra,11746498
AU,New South Wales,Camboon,2172680
AU,New South Wales,Camden,2172674
AU,New South Wales,Camden Haven,2160499
AU,New South Wales,Cameron Park,8348462
AU,New South Wales,Cammeray,2207822
AU,New South Wales,Campbelltown,2172586
AU,New South Wales,Campsie,8348466
AU,New South Wales,Canada Bay,6949375
AU,New South Wales,Candelo,2172515
AU,New South Wales,Canley Heights,8348469
AU,New South Wales,Canowindra,2172453
AU,New South Wales,Canterbury,6949377
AU,New South Wales,Captains Flat,2172389
AU,New South Wales,Carcoar,2172352
AU,New South Wales,Cardiff,2172349
AU,New South Wales,Carinda,2172312
AU,New South Wales,Caringbah,2172311
AU,New South Wales,Carlingford,2172303
AU,New South Wales,Carrathool,2172225
AU,New South Wales,Carrington,10103839
AU,New South Wales,Carroll,2172210
AU,New South Wales,Carrs Creek,2172196
AU,New South Wales,Carwoola,11775818
AU,New South Wales,Casino,2172153
AU,New South Wales,Castle Hill,2172111
AU,New South Wales,Castlecrag,2172125
AU,New South Wales,Castlereagh,8348475
AU,New South Wales,Casuarina,8347757
AU,New South Wales,Casula,8348477
AU,New South Wales,Catalina,8348468
AU,New South Wales,Catherine Field,8347745
AU,New South Wales,Catherine Hill Bay,2172045
AU,New South Wales,Cattai,8348479
AU,New South Wales,Caves Beach,8348482
AU,New South Wales,Central Coast,8310663
AU,New South Wales,Cessnock,2171845
AU,New South Wales,Charlestown,2171766
AU,New South Wales,Chatham,2171712
AU,New South Wales,Chatswood,2171707
AU,New South Wales,Cherrybrook,8347871
AU,New South Wales,Chester Hill,8348486
AU,New South Wales,Chifley,8347887
AU,New South Wales,Chinderah,2171594
AU,New South Wales,Chippendale,2171589
AU,New South Wales,Chipping Norton,2171586
AU,New South Wales,Chullora,2171528
AU,New South Wales,Clandulla,2171494
AU,New South Wales,Clarence,8347762
AU,New South Wales,Claymore,8348732
AU,New South Wales,Clifton Grove,8219722
AU,New South Wales,Clovelly,2208286
AU,New South Wales,Clunes,2171272
AU,New South Wales,Clybucca,2171262
AU,New South Wales,Clyde,2171258
AU,New South Wales,Coaldale,2171240
AU,New South Wales,Cobar,2171216
AU,New South Wales,Cobbitty,2171197
AU,New South Wales,Coffee Camp,2171092
AU,New South Wales,Coffs Harbour,2171085
AU,New South Wales,Coleambally,8310666
AU,New South Wales,Coledale,2171048
AU,New South Wales,Collaroy,2171019
AU,New South Wales,Collerina,2171014
AU,New South Wales,Colo,2170968
AU,New South Wales,Comleroy,2170897
AU,New South Wales,Commissioners Creek,2170891
AU,New South Wales,Como,2170880
AU,New South Wales,Concord,2170852
AU,New South Wales,Condell Park,8348737
AU,New South Wales,Condobolin,2170841
AU,New South Wales,Coniston,2170796
AU,New South Wales,Conjola,2170793
AU,New South Wales,Coolac,2170648
AU,New South Wales,Coolah,2170643
AU,New South Wales,Coolamon,2170634
AU,New South Wales,Coolangatta,2170627
AU,New South Wales,Cooloondurri,2170588
AU,New South Wales,Cooma,2170577
AU,New South Wales,Coomba Park,8219744
AU,New South Wales,Coonabarabran,2170540
AU,New South Wales,Coonamble,2170534
AU,New South Wales,Cooper,2170496
AU,New South Wales,Cooranbong,2170456
AU,New South Wales,Cootamundra,2170430
AU,New South Wales,Copeland,2170412
AU,New South Wales,Coraki,2170375
AU,New South Wales,Corlette,6690772
AU,New South Wales,Corowa,2170260
AU,New South Wales,Corrimal,2170253
AU,New South Wales,Courangra,2170199
AU,New South Wales,Cowan,8310691
AU,New South Wales,Cowra,2170139
AU,New South Wales,Cranebrook,8348511
AU,New South Wales,Crescent Head,2170013
AU,New South Wales,Crestwood,8348467
AU,New South Wales,Cronulla,2169956
AU,New South Wales,Crookwell,2169928
AU,New South Wales,Crosslands,8348513
AU,New South Wales,Crows Nest,2207821
AU,New South Wales,Cudgera Creek,2169817
AU,New South Wales,Culburra,8310692
AU,New South Wales,Culcairn,2169801
AU,New South Wales,Cumbalum,2169760
AU,New South Wales,Cumboogle,8347689
AU,New South Wales,Cumnock,2169742
AU,New South Wales,Cundletown,2169736
AU,New South Wales,Cunjurong,8219750
AU,New South Wales,Curl Curl,2208304
AU,New South Wales,Currarong,2169659
AU,New South Wales,Dalmeny,8614422
AU,New South Wales,Darawank,2169420
AU,New South Wales,Dareton,2169405
AU,New South Wales,Darling Harbour,6619100
AU,New South Wales,Darling Point,2207908
AU,New South Wales,Darlinghurst,2169378
AU,New South Wales,Daruka,8348828
AU,New South Wales,Davidson,2169314
AU,New South Wales,Davistown,2169302
AU,New South Wales,Dee Why,2208305
AU,New South Wales,Deepwater,2169160
AU,New South Wales,Delegate,2169122
AU,New South Wales,Delungra,2169101
AU,New South Wales,Denhams Beach,8348517
AU,New South Wales,Deniliquin,2169068
AU,New South Wales,Denman,2169056
AU,New South Wales,Diamond Beach,8219754
AU,New South Wales,Doonside,2168556
AU,New South Wales,Dooralong,2168554
AU,New South Wales,Dorroughby,2168532
AU,New South Wales,Double Bay,8348524
AU,New South Wales,Dover Heights,2207912
AU,New South Wales,Drummoyne,2207783
AU,New South Wales,Dubbo,2168305
AU,New South Wales,Dudley,8348528
AU,New South Wales,Dulwich Hill,8348836
AU,New South Wales,Dunbogan,2168164
AU,New South Wales,Dundee,2168144
AU,New South Wales,Dunedoo,2168128
AU,New South Wales,Dungog,2168112
AU,New South Wales,Dural,2168041
AU,New South Wales,Duranbah,2168038
AU,New South Wales,Durren Durren,2168017
AU,New South Wales,Durrumbul,2168015
AU,New South Wales,Earlwood,2167949
AU,New South Wales,East Ballina,2167943
AU,New South Wales,East Hills,2167879
AU,New South Wales,East Kurrajong,8347790
AU,New South Wales,Eastgardens,8348718
AU,New South Wales,Eastwood,2167840
AU,New South Wales,Eden,2167799
AU,New South Wales,Eglinton,2167699
AU,New South Wales,Eleebana,8029813
AU,New South Wales,Elizabeth Bay,8348543
AU,New South Wales,Elizabeth Beach,8347791
AU,New South Wales,Ellalong,8310700
AU,New South Wales,Ellis Lane,8347986
AU,New South Wales,Elsmore,2167450
AU,New South Wales,Emerald Beach,8219758
AU,New South Wales,Empire Bay,2167391
AU,New South Wales,Emu Plains,2167330
AU,New South Wales,Enmore,2167303
AU,New South Wales,Epping,2167280
AU,New South Wales,Erina,2167263
AU,New South Wales,Erowal Bay,8358871
AU,New South Wales,Erskine Park,8347795
AU,New South Wales,Erskineville,8348548
AU,New South Wales,Euchareena,2167168
AU,New South Wales,Eulomogo,2167145
AU,New South Wales,Eureka,8614478
AU,New South Wales,Euroka,8347798
AU,New South Wales,Euston,2167065
AU,New South Wales,Evans Head,2167050
AU,New South Wales,Eveleigh,8347989
AU,New South Wales,Ewingsdale,2167004
AU,New South Wales,Exeter,2166997
AU,New South Wales,Fairfax,2166960
AU,New South Wales,Fairfield,11775901
AU,New South Wales,Fairview,8614592
AU,New South Wales,Fairy Meadow,2206108
AU,New South Wales,Falls Creek,2166893
AU,New South Wales,Farnham,2166848
AU,New South Wales,Faulconbridge,2166826
AU,New South Wales,Fern Bay,8347991
AU,New South Wales,Fernmount,2166753
AU,New South Wales,Finley,2166675
AU,New South Wales,Fitzroy,2166585
AU,New South Wales,Five Dock,8348555
AU,New South Wales,Flemington,2166467
AU,New South Wales,Fletcher,8348859
AU,New South Wales,Forbes,2166368
AU,New South Wales,Fords Bridge,2166359
AU,New South Wales,Forest Hill,2166335
AU,New South Wales,Forest Lodge,8348897
AU,New South Wales,Forest Reefs,8348556
AU,New South Wales,Forestville,2208302
AU,New South Wales,Forster,2166309
AU,New South Wales,Frederickton,2166113
AU,New South Wales,Freemans Reach,8310705
AU,New South Wales,Frenchs Forest,8347809
AU,New South Wales,Freshwater,6930431
AU,New South Wales,Galston,2165947
AU,New South Wales,Ganmain,2165929
AU,New South Wales,Gap,2165919
AU,New South Wales,Garema,2165870
AU,New South Wales,Garryowen,2165839
AU,New South Wales,Georges Hall,8348905
AU,New South Wales,Georgetown,8348454
AU,New South Wales,Gerogery,2165697
AU,New South Wales,Gerringong,2165692
AU,New South Wales,Ghinnighi,2165680
AU,New South Wales,Gilgai,2165597
AU,New South Wales,Gilgandra,2165596
AU,New South Wales,Gillieston Heights,8310708
AU,New South Wales,Girvan,2165489
AU,New South Wales,Gladesville,2208292
AU,New South Wales,Gladstone,2165477
AU,New South Wales,Glen Innes,2165291
AU,New South Wales,Glenbog,2165406
AU,New South Wales,Glendenning,8348565
AU,New South Wales,Glenhaven,2165303
AU,New South Wales,Glenmore Park,7302642
AU,New South Wales,Glenwood,11775893
AU,New South Wales,Glossodia,8310709
AU,New South Wales,Gloucester,2165159
AU,New South Wales,Goodooga,2165023
AU,New South Wales,Googong,8347822
AU,New South Wales,Goonellabah,2164966
AU,New South Wales,Gordon,2164904
AU,New South Wales,Gore Hill,2207820
AU,New South Wales,Gorokan,2164855
AU,New South Wales,Gosford,2164849
AU,New South Wales,Goulburn,2164837
AU,New South Wales,Grafton,2164771
AU,New South Wales,Graham,2164764
AU,New South Wales,Grays Point,2205989
AU,New South Wales,Green Hill,2164572
AU,New South Wales,Green Pigeon,2164530
AU,New South Wales,Green Point,8310710
AU,New South Wales,Greenacre,8348574
AU,New South Wales,Greenmantle,2164539
AU,New South Wales,Greenwich,2207796
AU,New South Wales,Grenfell,2164457
AU,New South Wales,Gresford,2164453
AU,New South Wales,Greystanes,8348582
AU,New South Wales,Griffith,2164422
AU,New South Wales,Grogan,2164409
AU,New South Wales,Grong Grong,2164408
AU,New South Wales,Grose Vale,8347828
AU,New South Wales,Gulgong,2164352
AU,New South Wales,Gulmarrad,8310711
AU,New South Wales,Gundagai,2164253
AU,New South Wales,Gundaroo,2164249
AU,New South Wales,Gundy,2164229
AU,New South Wales,Gunnedah,2164206
AU,New South Wales,Gunning,2164199
AU,New South Wales,Gurley,2164175
AU,New South Wales,Guyra,2164149
AU,New South Wales,Gymea,2205969
AU,New South Wales,Gymea Bay,2205979
AU,New South Wales,Haberfield,2164123
AU,New South Wales,Halfway Creek,2164076
AU,New South Wales,Hallidays Point,8310713
AU,New South Wales,Hallsville,8348585
AU,New South Wales,Hamlyn Terrace,8348946
AU,New South Wales,Hannam Vale,0
AU,New South Wales,Harrington,2163895
AU,New South Wales,Harrington Park,8347831
AU,New South Wales,Hartley,2163861
AU,New South Wales,Harwood,2163842
AU,New South Wales,Hastings Point,8310696
AU,New South Wales,Hat Head,2163825
AU,New South Wales,Havilah,2163809
AU,New South Wales,Hay,2163774
AU,New South Wales,Haymarket,2163755
AU,New South Wales,Hazelbrook,2163731
AU,New South Wales,Helensburgh,2163641
AU,New South Wales,Hermitage Flat,8348943
AU,New South Wales,Herons Creek,2163540
AU,New South Wales,Hillgrove,11775910
AU,New South Wales,Hillsborough,8348125
AU,New South Wales,Hillsdale,8348947
AU,New South Wales,Hillston,2163398
AU,New South Wales,Hillvue,8348841
AU,New South Wales,Hobartville,8348623
AU,New South Wales,Homebush,2163256
AU,New South Wales,Hornsby,2163137
AU,New South Wales,Horsley,8347786
AU,New South Wales,Howlong,2162994
AU,New South Wales,Hunters Hill,2207809
AU,New South Wales,Hunterview,8347985
AU,New South Wales,Huntingwood,7281783
AU,New South Wales,Huntley,10109444
AU,New South Wales,Hurstville,9972762
AU,New South Wales,Huskisson,2162855
AU,New South Wales,Hyland Park,8219777
AU,New South Wales,Ilford,2162782
AU,New South Wales,Iluka,2162762
AU,New South Wales,Ingleburn,2162733
AU,New South Wales,Inverell,2162662
AU,New South Wales,Invergowrie,8348652
AU,New South Wales,Irondale,2162618
AU,New South Wales,Islington,8348598
AU,New South Wales,Jamisontown,8348618
AU,New South Wales,Jannali,2162419
AU,New South Wales,Jaspers Brush,2162402
AU,New South Wales,Jawbone,2162398
AU,New South Wales,Jennings,2162367
AU,New South Wales,Jenolan Caves,2162363
AU,New South Wales,Jerilderie,2162351
AU,New South Wales,Jerrabomberra,8348605
AU,New South Wales,Jerrawa,2162342
AU,New South Wales,Jilliby,2162281
AU,New South Wales,Jindabyne,2162255
AU,New South Wales,Jindera,2162250
AU,New South Wales,Junee,2162052
AU,New South Wales,Kalaru,8219783
AU,New South Wales,Kandos,2161935
AU,New South Wales,Kangaroo Valley,2161876
AU,New South Wales,Kangy Angy,8348458
AU,New South Wales,Kanwal,2161863
AU,New South Wales,Karabar,8348612
AU,New South Wales,Kareela,2205983
AU,New South Wales,Kariong,8348614
AU,New South Wales,Katoomba,2161776
AU,New South Wales,Keepit,2161734
AU,New South Wales,Keiraville,2161715
