iso3166-1_alpha2,region_name,city_name,geonameid
FR,Ile-de-France,Chatillon,3026083
FR,Ile-de-France,Chatou,3026033
FR,Ile-de-France,Chauconin-Neufmontiers,3026002
FR,Ile-de-France,Chaumes-en-Brie,3025910
FR,Ile-de-France,Chavenay,3025732
FR,Ile-de-France,Chaville,3025715
FR,Ile-de-France,Chelles,3025622
FR,Ile-de-France,Chennevieres-sur-Marne,3025509
FR,Ile-de-France,Chessy,3025397
FR,Ile-de-France,Chevannes,3025356
FR,Ile-de-France,Chevilly-Larue,3025314
FR,Ile-de-France,Chevreuse,3025294
FR,Ile-de-France,Chevru,3025275
FR,Ile-de-France,Chevry-Cossigny,3025270
FR,Ile-de-France,Chilly-Mazarin,3025144
FR,Ile-de-France,Choisy-le-Roi,3025055
FR,Ile-de-France,Clairefontaine-en-Yvelines,3024812
FR,Ile-de-France,Clamart,3024783
FR,Ile-de-France,Clery-en-Vexin,3024619
FR,Ile-de-France,Clichy,3024597
FR,Ile-de-France,Clichy-sous-Bois,3024596
FR,Ile-de-France,Cocherel,3024480
FR,Ile-de-France,Coignieres,3024406
FR,Ile-de-France,Collegien,3024328
FR,Ile-de-France,Colombes,3024266
FR,Ile-de-France,Combs-la-Ville,3024107
FR,Ile-de-France,Compans,3024070
FR,Ile-de-France,Conches-sur-Gondoire,3024028
FR,Ile-de-France,Conde-sur-Vesgre,3023948
FR,Ile-de-France,Conflans-Sainte-Honorine,3023924
FR,Ile-de-France,Corbeil-Essonnes,3023763
FR,Ile-de-France,Corbreuse,3023725
FR,Ile-de-France,Cormeilles-en-Parisis,3023645
FR,Ile-de-France,Cormeilles-en-Vexin,3023644
FR,Ile-de-France,Coubert,3023389
FR,Ile-de-France,Coubron,3023375
FR,Ile-de-France,Coulombs-en-Valois,3023248
FR,Ile-de-France,Coulommiers,3023240
FR,Ile-de-France,Coupvray,3023175
FR,Ile-de-France,Courbevoie,3023141
FR,Ile-de-France,Courcouronnes,3023056
FR,Ile-de-France,Courdimanche,3023044
FR,Ile-de-France,Courpalay,3022981
FR,Ile-de-France,Courtry,3022869
FR,Ile-de-France,Crecy-la-Chapelle,3022623
FR,Ile-de-France,Cregy-les-Meaux,3022613
FR,Ile-de-France,Crespieres,3022562
FR,Ile-de-France,Creteil,3022530
FR,Ile-de-France,Croissy-Beaubourg,3022382
FR,Ile-de-France,Croissy-sur-Seine,3022380
FR,Ile-de-France,Crosne,3022301
FR,Ile-de-France,Crouy-sur-Ourcq,3022267
FR,Ile-de-France,Dammarie-les-Lys,3021852
FR,Ile-de-France,Dammartin-en-Goele,3021848
FR,Ile-de-France,Dampmart,3021806
FR,Ile-de-France,Dannemois,3021758
FR,Ile-de-France,Deuil-la-Barre,3021516
FR,Ile-de-France,Domont,3021150
FR,Ile-de-France,Donnemarie-Dontilly,3021080
FR,Ile-de-France,Doue,3020968
FR,Ile-de-France,Dourdan,3020925
FR,Ile-de-France,Drancy,3020839
FR,Ile-de-France,Draveil,3020832
FR,Ile-de-France,Dugny,3020712
FR,Ile-de-France,Eaubonne,3020601
FR,Ile-de-France,Ecouen,3020440
FR,Ile-de-France,Ecquevilly,3020426
FR,Ile-de-France,Ecuelles,3020401
FR,Ile-de-France,Egly,3020346
FR,Ile-de-France,Egreville,3020335
FR,Ile-de-France,Elancourt,3020310
FR,Ile-de-France,Emerainville,3020247
FR,Ile-de-France,Ennery,3020169
FR,Ile-de-France,Epinay-sous-Senart,3020024
FR,Ile-de-France,Epinay-sur-Orge,3020021
FR,Ile-de-France,Epinay-sur-Seine,3020020
FR,Ile-de-France,Epone,3019985
FR,Ile-de-France,Eragny,3019952
FR,Ile-de-France,Ermont,3019897
FR,Ile-de-France,Esbly,3019854
FR,Ile-de-France,Esmans,3019737
FR,Ile-de-France,Etampes,3019459
FR,Ile-de-France,Etrechy,3019372
FR,Ile-de-France,Evry,3019256
FR,Ile-de-France,Ezanville,3019175
FR,Ile-de-France,Favieres,3018880
FR,Ile-de-France,Ferrieres-en-Brie,3018633
FR,Ile-de-France,Feucherolles,3018587
FR,Ile-de-France,Fleury-Merogis,3018279
FR,Ile-de-France,Flins-sur-Seine,3018255
FR,Ile-de-France,Fontaine-le-Port,3018040
FR,Ile-de-France,Fontainebleau,3018074
FR,Ile-de-France,Fontenay-Tresigny,3017902
FR,Ile-de-France,Fontenay-aux-Roses,3017924
FR,Ile-de-France,Fontenay-en-Parisis,3017922
FR,Ile-de-France,Fontenay-sous-Bois,3017910
FR,Ile-de-France,Forges,3017736
FR,Ile-de-France,Forges-les-Bains,3017728
FR,Ile-de-France,Fosses,3017660
FR,Ile-de-France,Fourqueux,3017474
FR,Ile-de-France,Franconville,3017341
FR,Ile-de-France,Freneuse,3017219
FR,Ile-de-France,Frepillon,3017208
FR,Ile-de-France,Fresnes,3017178
FR,Ile-de-France,Fromont,3016978
FR,Ile-de-France,Fublaines,3016918
FR,Ile-de-France,Gagny,3016830
FR,Ile-de-France,Galluis,3016745
FR,Ile-de-France,Gambais,3016733
FR,Ile-de-France,Garancieres,3016690
FR,Ile-de-France,Garches,3016675
FR,Ile-de-France,Gargenville,3016622
FR,Ile-de-France,Garges-les-Gonesse,3016621
FR,Ile-de-France,Gazeran,3016456
FR,Ile-de-France,Gennevilliers,3016321
FR,Ile-de-France,Gentilly,3016292
FR,Ile-de-France,Gif-sur-Yvette,3016078
FR,Ile-de-France,Gometz-la-Ville,3015728
FR,Ile-de-France,Gonesse,3015689
FR,Ile-de-France,Goussainville,3015490
FR,Ile-de-France,Gouvernes,3015463
FR,Ile-de-France,Grandpuits-Bailly-Carrois,3015017
FR,Ile-de-France,Gretz-Armainvilliers,3014697
FR,Ile-de-France,Grez-sur-Loing,3014671
FR,Ile-de-France,Grigny,3014646
FR,Ile-de-France,Groslay,3014540
FR,Ile-de-France,Guerard,3014391
FR,Ile-de-France,Guermantes,3014367
FR,Ile-de-France,Guerville,3014351
FR,Ile-de-France,Guignes,3014292
FR,Ile-de-France,Guyancourt,3014143
FR,Ile-de-France,Hardricourt,3013926
FR,Ile-de-France,Herblay,3013477
FR,Ile-de-France,Hericy,3013452
FR,Ile-de-France,Herme,3013431
FR,Ile-de-France,Hermeray,3013427
FR,Ile-de-France,Houdan,3013120
FR,Ile-de-France,Houilles,3013097
FR,Ile-de-France,Igny,3012889
FR,Ile-de-France,Issy-les-Moulineaux,3012649
FR,Ile-de-France,Itteville,3012638
FR,Ile-de-France,Ivry-sur-Seine,3012621
FR,Ile-de-France,Janville-sur-Juine,3012499
FR,Ile-de-France,Joinville-le-Pont,3012313
FR,Ile-de-France,Jouarre,3012236
FR,Ile-de-France,Jouy-en-Josas,3012165
FR,Ile-de-France,Jouy-le-Chatel,3012163
FR,Ile-de-France,Jouy-le-Moutier,3012162
FR,Ile-de-France,Jouy-sur-Morin,3012155
FR,Ile-de-France,Juilly,3012099
FR,Ile-de-France,Juvisy-sur-Orge,3011988
FR,Ile-de-France,Juziers,3011978
FR,Ile-de-France,L'Hay-les-Roses,2998632
FR,Ile-de-France,L'Isle-Adam,2998140
FR,Ile-de-France,La Boissiere-Ecole,3010988
FR,Ile-de-France,La Celle-sur-Morin,3010523
FR,Ile-de-France,La Chapelle-Gauthier,3010332
FR,Ile-de-France,La Chapelle-la-Reine,3010315
FR,Ile-de-France,La Courneuve,3009824
FR,Ile-de-France,La Ferte-Alais,3009496
FR,Ile-de-France,La Ferte-Gaucher,3009490
FR,Ile-de-France,La Ferte-sous-Jouarre,3009481
FR,Ile-de-France,La Foret-le-Roi,3009350
FR,Ile-de-France,La Frette-sur-Seine,3009256
FR,Ile-de-France,La Garenne-Colombes,3009169
FR,Ile-de-France,La Grande-Paroisse,3008977
FR,Ile-de-France,La Houssaye-en-Brie,3008705
FR,Ile-de-France,La Madeleine-sur-Loing,3008376
FR,Ile-de-France,La Norville,3007582
FR,Ile-de-France,La Queue-en-Brie,3007102
FR,Ile-de-France,La Queue-les-Yvelines,3007101
FR,Ile-de-France,La Tombe,3006253
FR,Ile-de-France,La Verriere,3005639
FR,Ile-de-France,La Ville-du-Bois,3005524
FR,Ile-de-France,Lagny-sur-Marne,3009071
FR,Ile-de-France,Larchant,3007041
FR,Ile-de-France,Lardy,3007017
FR,Ile-de-France,Le Blanc-Mesnil,3005269
FR,Ile-de-France,Le Bourget,3005082
FR,Ile-de-France,Le Chesnay,3004631
FR,Ile-de-France,Le Coudray-Montceaux,3004464
FR,Ile-de-France,Le Kremlin-Bicetre,3003737
FR,Ile-de-France,Le Mee-sur-Seine,3003481
FR,Ile-de-France,Le Mesnil-Amelot,3003415
FR,Ile-de-France,Le Mesnil-le-Roi,3003375
FR,Ile-de-France,Le Pecq,3002984
FR,Ile-de-France,Le Perray-en-Yvelines,3002967
FR,Ile-de-France,Le Plessis-Bouchard,3002679
FR,Ile-de-France,Le Plessis-Pate,3002654
FR,Ile-de-France,Le Plessis-Robinson,3002650
FR,Ile-de-France,Le Plessis-Trevise,3002647
FR,Ile-de-France,Le Pre-Saint-Gervais,3002499
FR,Ile-de-France,Le Raincy,3002401
FR,Ile-de-France,Le Thillay,2999186
FR,Ile-de-France,Le Tremblay-sur-Mauldre,2999099
FR,Ile-de-France,Le Vesinet,2998854
FR,Ile-de-France,Les Alluets-le-Roi,3002184
FR,Ile-de-France,Les Clayes-sous-Bois,3001402
FR,Ile-de-France,Les Essarts-le-Roi,3001126
FR,Ile-de-France,Les Lilas,3000491
FR,Ile-de-France,Les Loges-en-Josas,3000460
FR,Ile-de-France,Les Mureaux,3000192
FR,Ile-de-France,Les Pavillons-sous-Bois,3000060
FR,Ile-de-France,Les Ulis,6615536
FR,Ile-de-France,Leuville-sur-Orge,2999020
FR,Ile-de-France,Levallois-Perret,2998975
FR,Ile-de-France,Levis-Saint-Nom,2998738
FR,Ile-de-France,Lieusaint,2998439
FR,Ile-de-France,Limay,2998311
FR,Ile-de-France,Limeil-Brevannes,2998305
FR,Ile-de-France,Limetz-Villez,2998294
FR,Ile-de-France,Limours,2998269
FR,Ile-de-France,Linas,2998251
FR,Ile-de-France,Lisses,2998105
FR,Ile-de-France,Lissy,2998100
FR,Ile-de-France,Liverdy-en-Brie,2998076
FR,Ile-de-France,Livry-Gargan,2998056
FR,Ile-de-France,Lizy-sur-Ourcq,2998027
FR,Ile-de-France,Lognes,2997904
FR,Ile-de-France,Lommoye,2997801
FR,Ile-de-France,Longjumeau,2997712
FR,Ile-de-France,Longnes,2997706
FR,Ile-de-France,Longperrier,2997700
FR,Ile-de-France,Longpont-sur-Orge,2997698
FR,Ile-de-France,Longueville,2997654
FR,Ile-de-France,Lorrez-le-Bocage-Preaux,2997548
FR,Ile-de-France,Louveciennes,2997351
FR,Ile-de-France,Louvres,2997317
FR,Ile-de-France,Lumigny-Nesles-Ormeaux,2997137
FR,Ile-de-France,Luzarches,2996982
FR,Ile-de-France,Maffliers,2996827
FR,Ile-de-France,Magnanville,2996802
FR,Ile-de-France,Magny-en-Vexin,2996764
FR,Ile-de-France,Magny-le-Hongre,2996755
FR,Ile-de-France,Magny-les-Hameaux,2996752
FR,Ile-de-France,Maincy,2996674
FR,Ile-de-France,Maison-Rouge,2996572
FR,Ile-de-France,Maisons-Alfort,2996568
FR,Ile-de-France,Maisons-Laffitte,2996564
FR,Ile-de-France,Maisse,2996559
FR,Ile-de-France,Malakoff,2996514
FR,Ile-de-France,Mandres-les-Roses,2996241
FR,Ile-de-France,Mantes-la-Jolie,2996148
FR,Ile-de-France,Mantes-la-Ville,2996146
FR,Ile-de-France,Marcoussis,2995916
FR,Ile-de-France,Mareil-sur-Mauldre,2995859
FR,Ile-de-France,Margency,2995806
FR,Ile-de-France,Marines,2995702
FR,Ile-de-France,Marles-en-Brie,2995670
FR,Ile-de-France,Marly-la-Ville,2995653
FR,Ile-de-France,Marly-le-Roi,2995652
FR,Ile-de-France,Marnes-la-Coquette,2995597
FR,Ile-de-France,Marolles-en-Hurepoix,2995571
FR,Ile-de-France,Marolles-sur-Seine,2995565
FR,Ile-de-France,Mary-sur-Marne,2995330
FR,Ile-de-France,Massy,2995206
FR,Ile-de-France,Maule,2995110
FR,Ile-de-France,Mauperthuis,2995078
FR,Ile-de-France,Maurecourt,2995059
FR,Ile-de-France,Maurepas,2995042
FR,Ile-de-France,May-en-Multien,2994936
FR,Ile-de-France,Meaux,2994798
FR,Ile-de-France,Medan,2994785
FR,Ile-de-France,Melun,2994651
FR,Ile-de-France,Mennecy,2994534
FR,Ile-de-France,Menucourt,2994494
FR,Ile-de-France,Mere,2994428
FR,Ile-de-France,Mereville,2994416
FR,Ile-de-France,Meriel,2994396
FR,Ile-de-France,Mery-sur-Oise,2994283
FR,Ile-de-France,Meudon,2994144
FR,Ile-de-France,Meulan-en-Yvelines,2994139
FR,Ile-de-France,Mezieres-sur-Seine,2994008
FR,Ile-de-France,Mezy-sur-Seine,2993999
FR,Ile-de-France,Milly-la-Foret,2993843
FR,Ile-de-France,Misy-sur-Yonne,2993683
FR,Ile-de-France,Mitry-Mory,2993679
FR,Ile-de-France,Moigny-sur-Ecole,2993622
FR,Ile-de-France,Moisselles,2993578
FR,Ile-de-France,Moissy-Cramayel,2993572
FR,Ile-de-France,Montalet-le-Bois,2993062
FR,Ile-de-France,Montcourt-Fromonville,2992799
FR,Ile-de-France,Montereau-Fault-Yonne,2992671
FR,Ile-de-France,Montereau-sur-le-Jard,2992670
FR,Ile-de-France,Montesson,2992650
FR,Ile-de-France,Montevrain,2992637
FR,Ile-de-France,Montfermeil,2992616
FR,Ile-de-France,Montfort-l'Amaury,2992585
FR,Ile-de-France,Montgeron,2992536
FR,Ile-de-France,Monthyon,2992476
FR,Ile-de-France,Montigny-Lencoup,2992410
FR,Ile-de-France,Montigny-le-Bretonneux,2992415
FR,Ile-de-France,Montigny-sur-Loing,2992387
FR,Ile-de-France,Montlhery,2992309
FR,Ile-de-France,Montlignon,2992304
FR,Ile-de-France,Montmagny,2992287
FR,Ile-de-France,Montmorency,2992229
FR,Ile-de-France,Montreuil,2992090
FR,Ile-de-France,Montrouge,2992017
FR,Ile-de-France,Montry,2992009
FR,Ile-de-France,Montsoult,2991957
FR,Ile-de-France,Morainvilliers,2991898
FR,Ile-de-France,Morangis,2991891
FR,Ile-de-France,Moret-sur-Loing,2991842
FR,Ile-de-France,Morigny-Champigny,2991792
FR,Ile-de-France,Mormant,2991754
FR,Ile-de-France,Morsang-sur-Orge,2991719
FR,Ile-de-France,Mortcerf,2991695
FR,Ile-de-France,Mouroux,2991407
FR,Ile-de-France,Mours,2991398
FR,Ile-de-France,Moussy-le-Neuf,2991362
FR,Ile-de-France,Moussy-le-Vieux,2991361
FR,Ile-de-France,Nainville-les-Roches,2991035
FR,Ile-de-France,Nandy,2990995
FR,Ile-de-France,Nangis,2990992
FR,Ile-de-France,Nanterre,2990970
FR,Ile-de-France,Nanteuil-les-Meaux,2990957
FR,Ile-de-France,Neauphle-le-Chateau,2990835
FR,Ile-de-France,Nemours,2990793
FR,Ile-de-France,Neufmoutiers-en-Brie,2990651
FR,Ile-de-France,Neuilly-Plaisance,2990616
FR,Ile-de-France,Neuilly-sur-Marne,2990612
FR,Ile-de-France,Neuilly-sur-Seine,2990611
FR,Ile-de-France,Neuville-sur-Oise,2990518
FR,Ile-de-France,Nogent-sur-Marne,2990265
FR,Ile-de-France,Noiseau,2990195
FR,Ile-de-France,Noisiel,2990192
FR,Ile-de-France,Noisy-le-Grand,2990189
FR,Ile-de-France,Noisy-le-Roi,2990188
FR,Ile-de-France,Noisy-le-Sec,2990187
FR,Ile-de-France,Noisy-sur-Ecole,2990185
FR,Ile-de-France,Nozay,2989874
FR,Ile-de-France,Ocquerre,2989758
FR,Ile-de-France,Ollainville,2989601
FR,Ile-de-France,Orgerus,2989376
FR,Ile-de-France,Orgeval,2989372
FR,Ile-de-France,Orly,2989297
FR,Ile-de-France,Ormesson-sur-Marne,2989271
FR,Ile-de-France,Orphin,2989224
FR,Ile-de-France,Orsay,2989204
FR,Ile-de-France,Osny,2989130
FR,Ile-de-France,Othis,2989088
FR,Ile-de-France,Ozoir-la-Ferriere,2988867
FR,Ile-de-France,Ozouer-le-Voulgis,2988859
FR,Ile-de-France,Palaiseau,2988758
FR,Ile-de-France,Pantin,2988621
FR,Ile-de-France,Paray-Vieille-Poste,2988589
FR,Ile-de-France,Paris,2988507
FR,Ile-de-France,Parmain,2988490
FR,Ile-de-France,Persan,2987847
FR,Ile-de-France,Perthes,2987834
FR,Ile-de-France,Pierre-Levee,2987255
FR,Ile-de-France,Pierrefitte-sur-Seine,2987271
FR,Ile-de-France,Pierrelaye,2987256
FR,Ile-de-France,Plaisir,2986930
FR,Ile-de-France,Poigny-la-Foret,2986555
FR,Ile-de-France,Poissy,2986501
FR,Ile-de-France,Pommeuse,2986408
FR,Ile-de-France,Pomponne,2986370
FR,Ile-de-France,Pontault,0
FR,Ile-de-France,Pontault-Combault,3024195
FR,Ile-de-France,Pontcarre,2986279
FR,Ile-de-France,Ponthierry,2986178
FR,Ile-de-France,Pontoise,2986140
FR,Ile-de-France,Porcheville,2986071
FR,Ile-de-France,Provins,2985229
FR,Ile-de-France,Puiselet-le-Marais,2985112
FR,Ile-de-France,Pussay,2985041
FR,Ile-de-France,Puteaux,2985034
FR,Ile-de-France,Quincy-Voisins,2984677
FR,Ile-de-France,Quincy-sous-Senart,2984678
FR,Ile-de-France,Rambouillet,2984513
FR,Ile-de-France,Reau,2984294
FR,Ile-de-France,Rebais,2984284
FR,Ile-de-France,Recloses,2984235
FR,Ile-de-France,Ris-Orangis,2983440
FR,Ile-de-France,Rochefort-en-Yvelines,2983266
FR,Ile-de-France,Rocquencourt,2983174
FR,Ile-de-France,Roissy-en-Brie,2983074
FR,Ile-de-France,Roissy-en-France,2983073
FR,Ile-de-France,Romainville,2983027
FR,Ile-de-France,Rosny-sous-Bois,2982757
FR,Ile-de-France,Rosny-sur-Seine,2982756
FR,Ile-de-France,Rozay-en-Brie,2982317
FR,Ile-de-France,Rubelles,2982281
FR,Ile-de-France,Rueil-Malmaison,2982235
FR,Ile-de-France,Rungis,2982146
FR,Ile-de-France,Saacy-sur-Marne,2982094
FR,Ile-de-France,Sablonnieres,2982069
FR,Ile-de-France,Saclas,2982044
FR,Ile-de-France,Saclay,2982043
FR,Ile-de-France,Sagy,2982000
FR,Ile-de-France,Saint-Arnoult-en-Yvelines,2981629
FR,Ile-de-France,Saint-Augustin,2981528
FR,Ile-de-France,Saint-Brice-sous-Foret,2981283
FR,Ile-de-France,Saint-Cheron,2981190
FR,Ile-de-France,Saint-Clair-sur-Epte,2981084
FR,Ile-de-France,Saint-Cloud,2981041
FR,Ile-de-France,Saint-Cyr-l'Ecole,2980942
FR,Ile-de-France,Saint-Cyr-sur-Morin,2980932
FR,Ile-de-France,Saint-Denis,2980916
FR,Ile-de-France,Saint-Germain-Laval,2979770
FR,Ile-de-France,Saint-Germain-de-la-Grange,2979832
FR,Ile-de-France,Saint-Germain-en-Laye,2979783
FR,Ile-de-France,Saint-Germain-les-Corbeil,2979752
FR,Ile-de-France,Saint-Gratien,2979627
FR,Ile-de-France,Saint-Jean-les-Deux-Jumeaux,2979218
FR,Ile-de-France,Saint-Leger-en-Yvelines,2978822
FR,Ile-de-France,Saint-Leu-la-Foret,2978768
FR,Ile-de-France,Saint-Mammes,2978622
FR,Ile-de-France,Saint-Mande,2978621
FR,Ile-de-France,Saint-Mard,2978550
FR,Ile-de-France,Saint-Maur-des-Fosses,2978179
FR,Ile-de-France,Saint-Maurice,2978170
FR,Ile-de-France,Saint-Michel-sur-Orge,2977952
FR,Ile-de-France,Saint-Nom-la-Breteche,2977854
FR,Ile-de-France,Saint-Ouen,2977824
FR,Ile-de-France,Saint-Ouen-l'Aumone,2977800
FR,Ile-de-France,Saint-Pathus,2977709
FR,Ile-de-France,Saint-Pierre-du-Perray,2977458
FR,Ile-de-France,Saint-Pierre-les-Nemours,2977425
FR,Ile-de-France,Saint-Prix,2977317
FR,Ile-de-France,Saint-Remy-les-Chevreuse,2977197
FR,Ile-de-France,Saint-Simeon,2976921
FR,Ile-de-France,Saint-Soupplets,2976883
FR,Ile-de-France,Saint-Thibault-des-Vignes,2976780
FR,Ile-de-France,Saint-Vrain,2976565
FR,Ile-de-France,Saint-Witz,2976557
FR,Ile-de-France,Sainte-Genevieve-des-Bois,2980558
FR,Ile-de-France,Saintry-sur-Seine,2977103
FR,Ile-de-France,Saints,2977101
FR,Ile-de-France,Salins,2976415
FR,Ile-de-France,Sammeron,2976285
FR,Ile-de-France,Samois-sur-Seine,2976281
FR,Ile-de-France,Samoreau,2976279
FR,Ile-de-France,Sancy-les-Provins,2976232
FR,Ile-de-France,Sannois,2976179
FR,Ile-de-France,Santeny,2976109
FR,Ile-de-France,Sarcelles,2976043
FR,Ile-de-France,Sartrouville,2975921
FR,Ile-de-France,Saulx-les-Chartreux,2975785
FR,Ile-de-France,Savigny-le-Temple,2975536
FR,Ile-de-France,Savigny-sur-Orge,2975525
FR,Ile-de-France,Sceaux,2975469
FR,Ile-de-France,Seine-Port,2975247
FR,Ile-de-France,Septeuil,2975019
FR,Ile-de-France,Seraincourt,2974991
FR,Ile-de-France,Serris,2974799
FR,Ile-de-France,Servon,2974747
FR,Ile-de-France,Seugy,2974717
FR,Ile-de-France,Sevran,2974681
FR,Ile-de-France,Sevres,2974678
FR,Ile-de-France,Sivry-Courtry,2974434
FR,Ile-de-France,Soisy-sur-Seine,2974383
FR,Ile-de-France,Sonchamp,2974263
FR,Ile-de-France,Souppes-sur-Loing,2973963
FR,Ile-de-France,Stains,2973841
FR,Ile-de-France,Sucy-en-Brie,2973745
FR,Ile-de-France,Suresnes,2973675
FR,Ile-de-France,Tacoignieres,2973582
FR,Ile-de-France,Taverny,2973258
FR,Ile-de-France,Thiais,2972893
FR,Ile-de-France,Thoiry,2972773
FR,Ile-de-France,Thomery,2972754
FR,Ile-de-France,Thorigny-sur-Marne,2972711
FR,Ile-de-France,Tigery,2972611
FR,Ile-de-France,Torcy,2972444
FR,Ile-de-France,Touquin,2972301
FR,Ile-de-France,Tournan-en-Brie,2972253
FR,Ile-de-France,Toussus-le-Noble,2972143
FR,Ile-de-France,Trappes,2972049
FR,Ile-de-France,Tremblay-en-France,2971874
FR,Ile-de-France,Treuzy-Levelay,2971757
FR,Ile-de-France,Triel-sur-Seine,2971689
FR,Ile-de-France,Trilport,2971673
FR,Ile-de-France,Us,2971316
FR,Ile-de-France,Vaires-sur-Marne,2971157
FR,Ile-de-France,Valence-en-Brie,2971045
FR,Ile-de-France,Valenton,2971027
FR,Ile-de-France,Valmondois,2970866
FR,Ile-de-France,Vanves,2970761
FR,Ile-de-France,Varennes-Jarcy,2970693
FR,Ile-de-France,Varennes-sur-Seine,2970679
FR,Ile-de-France,Varreddes,2970650
FR,Ile-de-France,Vaucresson,2970540
FR,Ile-de-France,Vaudoy-en-Brie,2970509
FR,Ile-de-France,Vaugrigneuse,2970474
FR,Ile-de-France,Vauhallan,2970472
FR,Ile-de-France,Vaujours,2970469
FR,Ile-de-France,Vaureal,2970432
FR,Ile-de-France,Vaux-le-Penil,2970338
FR,Ile-de-France,Vaux-sur-Seine,2970313
FR,Ile-de-France,Velizy-Villacoublay,2970203
FR,Ile-de-France,Vemars,2970163
FR,Ile-de-France,Veneux-les-Sablons,2970080
FR,Ile-de-France,Verneuil-l'Etang,2969803
FR,Ile-de-France,Verneuil-sur-Seine,2969796
FR,Ile-de-France,Vernou-la-Celle-sur-Seine,2969749
FR,Ile-de-France,Vernouillet,2969751
FR,Ile-de-France,Verrieres-le-Buisson,2969692
FR,Ile-de-France,Versailles,2969679
FR,Ile-de-France,Vert-le-Grand,2969617
FR,Ile-de-France,Viarmes,2969423
FR,Ile-de-France,Vieille-Eglise-en-Yvelines,2969328
FR,Ile-de-France,Vigneux-sur-Seine,2969109
FR,Ile-de-France,Vigny,2969083
FR,Ile-de-France,Villabe,2969058
FR,Ile-de-France,Ville-d'Avray,2968819
FR,Ile-de-France,Villebon-sur-Yvette,2968861
FR,Ile-de-France,Villecerf,2968848
FR,Ile-de-France,Villecresnes,2968823
FR,Ile-de-France,Villefranche,0
FR,Ile-de-France,Villejuif,2968705
FR,Ile-de-France,Villejust,2968704
FR,Ile-de-France,Villemomble,2968653
FR,Ile-de-France,Villeneuve-Saint-Denis,2968530
FR,Ile-de-France,Villeneuve-Saint-Georges,2968529
FR,Ile-de-France,Villeneuve-la-Garenne,2968555
FR,Ile-de-France,Villeneuve-le-Comte,2968548
FR,Ile-de-France,Villeneuve-le-Roi,2968546
FR,Ile-de-France,Villeneuve-sur-Auvers,2968520
FR,Ile-de-France,Villeneuve-sur-Bellot,2968519
FR,Ile-de-France,Villennes-sur-Seine,2968507
FR,Ile-de-France,Villenoy,2968502
FR,Ile-de-France,Villeparisis,2968496
FR,Ile-de-France,Villepinte,2968482
FR,Ile-de-France,Villepreux,2968475
FR,Ile-de-France,Villetaneuse,2968275
FR,Ile-de-France,Villette,2968264
FR,Ile-de-France,Villevaude,2968249
FR,Ile-de-France,Villiers-Adam,2968196
FR,Ile-de-France,Villiers-Saint-Frederic,2968152
FR,Ile-de-France,Villiers-en-Biere,2968188
FR,Ile-de-France,Villiers-le-Bacle,2968177
FR,Ile-de-France,Villiers-le-Bel,2968176
FR,Ile-de-France,Villiers-sur-Marne,2968142
FR,Ile-de-France,Villiers-sur-Orge,2968139
FR,Ile-de-France,Vincennes,2968054
FR,Ile-de-France,Viroflay,2967934
FR,Ile-de-France,Vitry-sur-Seine,2967849
FR,Ile-de-France,Voisins-le-Bretonneux,2967745
FR,Ile-de-France,Voulx,2967631
FR,Ile-de-France,Wissous,2967322
FR,Ile-de-France,Yerres,2967245
FR,Normandie,Ablon,3038755
FR,Normandie,Acqueville,3038683
FR,Normandie,Acquigny,3038681
FR,Normandie,Agneaux,3038611
FR,Normandie,Agon-Coutainville,3038590
FR,Normandie,Alencon,3038230
FR,Normandie,Alizay,3038185
FR,Normandie,Allouville-Bellefosse,3038072
FR,Normandie,Amfreville,3231522
FR,Normandie,Amfreville-la-Campagne,3037861
FR,Normandie,Amfreville-la-Mi-Voie,3037860
FR,Normandie,Ande,3037745
FR,Normandie,Argences,3037059
FR,Normandie,Argentan,3037051
FR,Normandie,Arnieres-sur-Iton,3036850
FR,Normandie,Arques-la-Bataille,3036797
FR,Normandie,Aube,0
FR,Normandie,Aube-sur-Rile,3036380
FR,Normandie,Aubevoye,3036371
FR,Normandie,Auffay,3036222
FR,Normandie,Aumale,3036117
FR,Normandie,Aunay-sur-Odon,3036081
FR,Normandie,Autheuil-Authouillet,3035956
FR,Normandie,Authie,3035951
FR,Normandie,Auzebosc,3035808
FR,Normandie,Aviron,3035663
FR,Normandie,Avranches,3035639
FR,Normandie,Bacilly,3035481
FR,Normandie,Bacqueville-en-Caux,3035471
FR,Normandie,Bagnoles-de-l'Orne,3035404
FR,Normandie,Barentin,3034951
FR,Normandie,Barenton,3034950
FR,Normandie,Barfleur,0
FR,Normandie,Barneville-Carteret,3034886
FR,Normandie,Barneville-Plage,3034887
FR,Normandie,Bayeux,3034483
FR,Normandie,Beau Soleil,0
FR,Normandie,Beaumont-Hague,3034158
FR,Normandie,Beaumont-le-Roger,3034153
FR,Normandie,Belbeuf,3033811
FR,Normandie,Belleme,3033679
FR,Normandie,Bellengreville,3033673
FR,Normandie,Bernay,3033308
FR,Normandie,Berneval-le-Grand,3033285
FR,Normandie,Bernieres-sur-Mer,3033272
FR,Normandie,Bertheauville,3033202
FR,Normandie,Beuvillers,3032917
FR,Normandie,Beuzeville,3032896
FR,Normandie,Bezu-Saint-Eloi,3032818
FR,Normandie,Bieville-Beuville,3032701
FR,Normandie,Bihorel,3032662
